EVENT_NUMBER	SIZE	DISTANCE	LENGTH	WIDTH	AZWIDTH	MISS	ALPHA
456	890.294	90.247	48.089	31.785	8938.662	63.608	44.83
457	781.46	93.74	49.871	36.029	9694.692	65.37	44.187
458	828.581	89.539	54.023	32.043	8913.716	65.915	47.392
459	793.255	94.501	51.501	34.436	9836.679	67.494	45.561
460	661.155	96.748	51.88	35.859	10269.7	72.251	48.331
461	802.168	92.251	51.031	33.665	9443.369	60.652	41.071
462	742.18	93.696	51.761	34.079	9701.984	65.253	44.107
463	744.119	93.459	54.08	34.823	9705.105	66.848	45.643
464	776.695	93.275	51.863	34.213	9625.796	65.111	44.267
465	855.214	90.715	47.693	31.684	9022.357	62.937	43.948
466	780.463	94.245	50.352	36.082	9822.368	63.243	42.144
467	804.247	93.255	52.12	33.55	9621.968	64.746	43.948
468	746.691	94.464	51.242	34.174	9811.541	68.25	46.22
469	741.212	93.442	50.898	36.089	9671.066	64.31	43.472
470	488.467	334.133	40.817	35.529	112442.598	133.969	23.641
471	947.716	92.334	48.433	32.434	9366.355	61.885	42.067
472	697.254	95.874	51.16	37.349	10185.844	62.634	40.768
473	1155.984	303.151	52.786	29.153	93131.048	121.12	23.578
474	699.565	95.968	52.491	35.54	10196.977	64.565	42.299
475	501.908	332.183	39.667	37.537	111094.289	217.665	40.92
476	780.971	98.264	51.503	34.905	10605.553	66.636	42.688
477	801.916	92.661	51.813	34.084	9485.501	66.802	46.137
478	1709.861	30.912	78.584	46.096	2331.763	18.439	36.584
479	619.592	182.125	51.084	35.182	33900.859	165.35	65.23
480	1492.908	165.997	95.058	38.032	31535.741	42.591	14.892
481	927.106	86.402	47.868	40.427	8469.014	41.143	28.424
482	814.858	93.947	50.95	34.864	9757.821	63.66	42.688
483	944.891	92.344	48.228	31.886	9344.917	63.166	43.157
484	796.653	96.421	52.826	34.217	10257.799	66.461	43.551
485	1285.065	201.929	46.336	30.707	41581.554	132.481	40.996
486	981.026	91.169	47.904	32.554	9126.466	62.784	43.551
487	812.616	95.5	51.871	34.361	10061.434	65.529	43.314
488	774.258	94.219	51.903	33.088	9788.2	65.738	44.267
489	590.725	183.09	51.991	34.55	34253.886	164.847	64.158
490	1384.322	105.703	95.192	39.243	12501.994	96.322	65.644
491	778.579	93.109	52.162	34.197	9592.345	65.867	44.991
492	721.295	93.243	51.552	35.236	9657.732	61.889	41.606
493	799.842	94.794	50.422	36.416	9933.173	63.639	42.144
494	485.049	331.18	38.216	36.961	110408.105	10.992	1.891
495	800.677	94.757	52.192	35.004	9915.833	67.13	45.072
496	820.979	90.711	48.988	31.279	9082.503	59.082	40.617
497	878.741	313.138	50.391	37.973	98810.712	302.325	74.796
498	1898.049	261.322	83.329	44.955	71451.688	80.925	18.059
499	1409.668	63.122	118.469	35.372	5699.363	55.455	61.522
500	797.204	320.49	53.77	34.27	103451.738	290.462	64.958
501	1632.802	230.894	91.713	38.091	54103.606	228.498	81.89
502	887.677	88.846	47.862	32.395	8716.203	59.666	42.222
503	902.243	91.822	48.396	32.453	9264.488	62.302	42.766
504	1844.561	192.746	82.238	39.235	38442.149	171.513	62.873
505	775.355	96.14	51.617	34.712	10158.631	68.555	45.48
506	779.385	94.911	51.302	35.032	9967.675	62.579	41.224
507	558.935	184.096	50.99	35.088	34612.631	168.135	65.923
508	719.622	95.096	51.729	35.355	10005.161	64.183	42.454
509	774.755	94.371	52.354	35.509	9877.096	64.567	43.157
510	907.913	92.813	49.054	32.81	9449.533	65.133	44.588
511	733.479	93.926	51.683	34.272	9776.435	62.342	41.606
512	712.203	96.422	52.391	34.674	10242.912	67.555	44.507
513	849.841	89.783	47.55	33.105	8905.176	57.876	40.166
514	876.088	88.972	47.246	32.917	8735.921	59.144	41.682
515	832.823	95.08	52.844	34.786	9990.172	67.295	45.072
516	702.408	94.045	52.145	34.912	9767.014	67.723	46.054
517	917.267	91.109	47.819	32.236	9111.252	62.487	43.314
518	789.784	96.267	52.333	35.417	10202.463	69.511	46.22
519	790.427	318.616	54.754	33.594	102235.688	290.454	65.783
520	905.281	89.191	48.258	31.755	8759.431	62.029	44.027
521	747.618	93.777	50.858	35.915	9754.717	61.648	41.071
522	474.924	325.883	39.106	36.351	106956.219	72.549	12.885
523	1616.06	175.892	94.261	38.435	34915.372	41.833	13.769
524	827.121	93.303	49.739	36.863	9647.455	61.733	41.453
525	771.978	93.994	52.452	34.543	9774.871	66.124	44.668
526	2493.292	68.13	90.394	69.515	7404.954	37.274	33.161
527	810.039	94.137	51.369	34.474	9773.266	66.421	44.91
528	865.487	91.414	49.124	31.818	9197.347	62.131	42.844
529	1790.356	75.196	113.894	33.955	8124.687	57.671	50.085
530	761.245	93.874	52.652	33.624	9763.083	64.212	43.157
531	942.156	90.166	47.682	32.734	8954.975	60.415	42.067
532	673.419	316.235	52.76	32.878	100596.62	306.116	75.466
533	8584.626	211.206	137.359	53.351	46071.701	210.35	84.874
534	798.889	96.255	51.554	35.634	10187.302	69.395	46.137
535	724.469	95.024	52.905	34.634	10010.177	64.244	42.532
536	810.782	93.001	51.957	33.419	9555.471	65.793	44.991
537	556.092	183.879	51.205	34.42	34525.171	166.555	64.958
538	817.082	94.332	51.872	34.227	9783.166	69.876	47.817
539	773.713	96.199	52.899	34.862	10198.734	68.933	45.807
540	740.466	94.338	50.737	36.752	9813.038	68.958	46.97
541	900.999	90.705	53.715	33.207	9121.826	67.906	48.504
542	1533.596	135.022	56.21	27.416	19738.228	12.455	5.279
543	753.435	94.17	51.592	33.27	9751.001	67.876	46.137
544	650.562	168.355	51.784	33.875	29039.689	153.283	65.505
545	747.586	94.772	50.978	35.666	9948.636	61.628	40.542
546	834.267	93.955	51.419	35.019	9763.373	64.731	43.551
547	803.739	95.417	50.94	34.653	10029.859	65.155	43.079
548	763.747	94.296	50.978	34.755	9780.875	68.382	46.469
549	699.777	95.44	51.942	34.943	10056.586	65.886	43.63
550	745.946	94.171	52.428	34.162	9847.201	61.86	41.071
551	883.877	92.088	49.57	31.641	9330.859	62.486	42.766
552	678.348	95.14	52.189	34.887	10002.556	65.855	43.789
553	788.409	228.695	54.304	32.465	53596.148	95.075	24.582
554	750.154	93.053	52.84	33.568	9572.687	67.187	46.22
555	467.668	325.331	39.17	36.106	106602.071	49.349	8.743
556	805.383	92.968	51.962	33.719	9574.292	63.854	43.393
557	797.798	93.331	50.973	34.836	9622.739	65.329	44.427
558	953.676	89.853	47.969	32.948	8895.293	61.733	43.393
559	925.841	91.407	49.127	31.822	9160.363	65.789	46.054
560	680.538	93.574	52.913	35.14	9693.667	67.918	46.552
561	1609.172	99.808	91.574	38.485	11101.18	92.858	68.435
562	1899.913	173.678	81.316	53.574	33101.788	60.293	20.304
563	685.152	164.705	52.891	32.833	27820.688	148.302	64.158
564	864.367	91.116	48.093	32.634	9133.155	61.457	42.377
565	625.201	167.148	51.426	34.556	28651.874	152.021	65.368
566	960.312	90.657	47.218	33.603	9053.432	59.585	41.071
567	1497.401	168.993	91.77	39.351	32317.55	41.243	14.123
568	1050.43	315.187	88.997	37.804	100057.324	315.075	90.0
569	721.489	95.21	51.464	34.4	9986.006	66.402	44.187
570	919.772	91.575	48.692	32.074	9231.726	60.932	41.682
571	755.118	93.093	51.896	34.348	9557.612	68.484	47.392
572	728.592	93.989	53.273	33.784	9774.218	66.813	45.316
573	913.595	90.318	47.401	32.668	8938.146	64.986	46.054
574	962.876	92.447	48.948	32.663	9381.554	64.354	44.107
575	729.943	93.476	52.161	35.74	9703.639	64.268	43.472
576	1619.271	102.386	91.735	38.71	13252.262	57.012	33.849
577	826.729	95.128	52.052	35.429	9984.532	67.97	45.643
578	940.504	90.847	48.167	33.124	9081.137	62.615	43.551
579	764.421	96.197	51.88	34.408	10189.416	66.755	43.948
580	525.689	319.098	40.622	36.526	102598.917	173.926	33.025
581	2205.505	14.923	77.722	42.192	938.068	10.993	47.476
582	929.271	92.277	47.604	32.27	9322.41	63.229	43.236
583	801.316	95.284	51.581	34.66	9988.623	68.323	45.807
584	782.942	94.028	51.935	33.8	9767.702	65.183	43.868
585	1563.619	165.056	87.804	52.305	30506.97	65.857	23.516
586	795.812	317.809	51.73	35.14	101749.858	287.139	64.555
587	906.813	92.816	47.963	32.648	9441.681	62.911	42.688
588	761.167	93.356	53.167	33.433	9632.805	67.559	46.386
589	466.859	320.678	41.826	37.016	103647.547	178.278	33.78
590	779.989	93.509	51.019	35.82	9682.504	64.34	43.472
591	739.384	94.873	51.166	35.825	9994.396	59.292	38.682
592	803.31	94.329	51.694	34.047	9789.102	68.622	46.635
593	438.313	329.376	40.426	36.657	109278.951	133.763	23.954
594	1873.078	196.149	89.949	40.642	39640.298	184.936	70.562
595	754.256	94.356	51.677	34.418	9795.77	69.041	47.054
596	795.181	95.663	51.236	35.037	10063.624	68.169	45.48
597	880.874	93.08	48.018	34.894	9541.37	60.646	40.693
598	852.573	93.503	49.389	36.118	9655.163	63.248	42.532
599	736.357	94.449	51.847	35.791	9906.452	62.054	41.071
600	853.726	91.718	48.958	31.976	9235.452	64.037	44.267
601	914.392	90.15	49.024	30.922	8926.615	63.826	45.072
602	1783.63	171.745	84.451	48.825	32579.496	63.217	21.592
603	733.049	92.859	52.598	33.315	9524.52	67.242	46.386
604	902.237	90.235	48.647	32.084	8969.533	61.854	43.236
605	882.619	90.392	48.243	31.226	8961.777	63.564	44.668
606	1007.394	243.131	51.418	34.239	59781.137	228.499	70.052
607	787.041	93.485	50.712	34.273	9626.239	66.549	45.398
608	845.433	89.038	47.398	32.811	8735.458	60.979	43.236
609	892.836	89.098	48.416	32.093	8730.079	64.192	46.054
610	761.227	94.066	51.672	35.399	9757.821	68.792	46.97
611	777.72	95.42	52.208	34.32	10031.669	67.651	45.154
612	875.916	90.988	48.895	32.5	9128.882	61.186	42.222
613	897.707	91.116	47.88	32.694	9105.808	64.205	44.83
614	737.988	94.887	50.595	35.213	9922.872	65.425	43.63
615	789.426	93.835	52.139	34.79	9754.753	64.685	43.551
616	756.059	93.239	51.826	33.873	9612.967	65.092	44.267
617	718.983	96.012	51.632	35.12	10168.146	65.59	43.079
618	756.826	96.151	53.089	34.227	10172.776	69.873	46.635
619	739.427	95.663	51.414	36.762	10083.995	69.574	46.635
620	741.479	94.174	52.611	33.31	9776.2	67.827	46.054
621	971.86	90.795	48.781	31.752	9035.01	65.829	46.469
622	902.245	90.515	47.619	33.584	9018.284	61.942	43.157
623	768.697	94.478	52.174	34.923	9849.652	68.041	46.054
624	800.511	94.411	52.109	34.253	9813.843	68.992	46.97
625	985.242	234.827	48.526	30.897	55668.843	226.217	74.365
626	858.548	90.991	47.966	32.493	9096.186	62.446	43.314
627	853.069	94.912	51.877	35.035	9910.618	70.006	47.561
628	821.215	93.519	52.154	34.736	9665.335	67.329	46.054
629	877.326	91.051	47.727	32.538	9120.299	60.303	41.453
630	1774.997	242.974	80.463	44.607	61917.682	86.721	20.916
631	775.209	96.819	53.382	34.162	10297.403	71.259	47.392
632	765.884	92.218	51.749	35.951	9461.69	63.405	43.472
633	927.811	90.777	48.412	31.368	9042.242	63.354	44.267
634	744.406	92.644	51.212	35.135	9523.171	62.854	42.688
635	770.983	95.588	53.309	33.817	10074.017	68.483	45.725
636	778.011	94.051	51.902	33.6	9788.741	63.211	42.222
637	804.55	91.681	50.909	34.727	9303.758	65.123	45.235
638	863.166	90.014	47.652	33.246	8951.742	57.966	40.091
639	910.22	52.287	51.964	33.262	3244.547	52.117	85.561
640	922.583	92.609	50.042	30.98	9443.669	61.537	41.606
641	841.124	294.813	51.798	35.982	88140.82	115.685	23.079
642	825.668	95.55	51.425	35.701	10034.622	70.467	47.476
643	970.23	255.799	52.199	31.902	65991.322	247.899	75.696
644	675.872	94.985	52.92	35.39	9991.83	66.421	44.347
645	731.341	92.984	51.118	35.51	9579.019	64.283	43.709
646	782.685	94.651	50.64	36.937	9922.431	63.115	41.836
647	768.029	93.615	50.75	36.326	9683.004	66.861	45.561
648	471.525	327.58	39.446	36.538	108076.887	82.778	14.655
649	776.564	92.376	51.705	34.33	9445.129	65.529	45.154
650	924.077	85.62	47.274	40.615	8315.566	40.804	28.49
651	746.014	93.355	51.224	36.099	9675.919	62.742	42.222
652	1237.865	108.226	94.269	39.536	12983.747	99.635	67.073
653	533.218	335.416	41.074	35.798	113307.609	143.703	25.341
654	752.621	296.553	52.507	34.571	89190.207	117.624	23.391
655	753.185	98.033	53.294	33.778	10577.288	67.658	43.63
656	738.39	94.924	51.122	34.114	9920.024	66.082	44.107
657	879.163	92.144	47.527	32.01	9312.268	60.722	41.224
658	809.868	312.715	51.864	33.216	98684.708	234.679	48.59
659	725.774	95.758	51.401	35.275	10127.847	64.045	41.99
660	449.0	325.671	39.11	36.541	106823.318	11.485	2.006
661	813.374	97.355	52.192	35.196	10441.128	66.833	43.314
662	1001.086	90.395	48.158	32.17	8985.699	62.249	43.551
663	758.215	97.506	51.222	35.127	10414.831	70.294	46.137
664	739.086	319.501	50.563	34.428	102784.097	292.074	66.064
665	479.907	329.527	39.22	37.931	109323.635	259.319	51.906
666	971.451	92.38	46.951	33.399	9362.512	60.496	40.92
667	729.94	49.593	52.498	33.794	2990.112	49.071	81.494
668	746.494	95.519	51.451	35.059	10075.385	64.409	42.377
669	820.363	95.349	51.608	34.54	10014.303	66.913	44.588
670	781.72	95.822	52.278	34.621	10146.537	64.831	42.61
671	760.854	96.723	51.461	34.678	10278.652	67.813	44.507
672	923.409	99.905	56.798	32.221	10976.553	71.983	46.137
673	759.28	94.224	49.921	35.936	9813.16	62.217	41.3
674	803.36	97.574	51.095	34.488	10415.744	70.237	46.054
675	609.853	170.466	53.845	32.679	29772.303	151.932	62.999
676	954.656	91.146	47.118	32.664	9124.042	60.425	41.529
677	782.2	98.337	53.059	34.471	10647.634	67.279	43.157
678	901.65	90.293	47.499	33.125	8958.53	63.05	44.267
679	895.29	92.416	47.528	32.228	9342.677	63.707	43.551
680	1661.597	178.281	87.925	51.164	35156.058	62.557	20.548
681	893.497	91.49	47.347	32.311	9175.149	62.274	42.922
682	860.528	93.921	50.95	34.601	9703.507	68.443	46.803
683	797.116	319.568	53.407	33.855	102847.693	289.406	64.958
684	876.484	89.526	47.111	33.055	8837.842	58.985	41.224
685	797.496	92.225	50.799	36.684	9455.997	62.829	42.922
686	811.234	95.669	52.682	34.502	10069.351	70.058	47.054
687	632.374	169.725	52.413	32.905	29509.968	151.311	63.126
688	894.454	89.655	48.844	31.713	8849.812	62.934	44.588
689	631.939	169.418	52.916	32.878	29393.338	152.981	64.555
690	3516.793	224.45	100.919	55.645	55213.995	18.514	4.704
691	819.487	93.912	51.732	35.071	9764.105	64.661	43.551
692	751.981	92.685	51.17	35.898	9540.639	62.928	42.766
693	741.703	94.371	53.128	34.451	9865.888	65.966	44.347
694	558.883	179.007	50.252	34.62	32789.252	156.703	61.045
695	789.868	96.086	51.972	34.509	10180.544	65.78	43.236
696	776.276	93.858	51.693	33.475	9716.884	65.842	44.588
697	728.911	93.809	52.032	34.756	9747.06	64.632	43.551
698	1632.331	250.736	72.545	38.189	65316.76	66.97	15.486
699	1631.234	168.597	85.836	52.115	31529.749	70.741	24.835
700	2238.145	297.378	79.303	44.643	89479.714	293.489	80.751
701	898.39	92.74	51.506	34.82	9505.465	66.847	46.137
702	851.792	89.796	47.047	32.679	8890.815	57.735	40.016
703	802.598	92.256	51.415	33.427	9387.659	66.798	46.386
704	654.965	182.834	52.507	33.813	34115.47	168.36	67.073
705	877.318	90.28	47.679	32.477	8963.168	61.583	43.0
706	476.156	328.267	39.646	37.683	108542.342	10.57	1.834
707	747.373	96.382	53.347	34.202	10237.217	68.778	45.561
708	776.508	95.259	51.01	34.999	10015.73	63.981	42.222
709	789.418	93.6	50.458	35.891	9709.185	61.715	41.224
710	712.962	96.736	52.223	35.649	10314.447	67.843	44.507
711	744.99	93.473	52.735	33.876	9665.72	66.446	45.316
712	898.071	92.513	47.834	31.969	9377.176	62.218	42.299
713	890.037	91.091	48.342	32.745	9135.688	61.488	42.454
714	735.568	296.322	52.688	34.78	89061.157	118.113	23.516
715	910.081	92.15	49.647	31.679	9355.467	61.418	41.836
716	929.323	92.649	48.522	31.914	9407.325	63.538	43.314
717	1417.749	168.304	93.58	38.612	32200.068	43.242	14.892
718	3195.616	261.314	81.574	77.568	71232.835	260.162	84.874
719	1409.654	101.315	93.554	38.589	11383.969	95.043	69.718
720	676.557	95.007	53.413	34.012	9966.308	68.243	45.89
721	918.378	93.422	48.861	32.642	9565.016	64.624	43.789
722	868.358	90.818	47.877	32.189	9048.944	63.414	44.267
723	435.232	330.45	39.47	37.187	109964.43	104.184	18.361
724	719.95	93.594	51.537	35.507	9727.656	62.055	41.529
725	955.671	89.005	47.204	33.645	8748.567	59.416	41.913
726	821.122	89.759	48.14	31.617	8884.141	59.426	41.453
727	731.352	296.534	53.433	34.85	89240.026	108.822	21.531
728	777.973	94.731	51.791	33.684	9877.368	67.45	45.398
729	930.342	88.403	47.473	33.045	8634.386	59.67	42.454
730	675.975	93.184	52.263	34.212	9623.568	64.55	43.868
731	893.796	90.111	47.983	32.579	8996.333	54.576	37.301
732	775.958	96.46	52.725	34.755	10233.711	70.037	46.552
733	789.484	95.178	51.391	33.714	9983.525	64.809	42.922
734	693.44	94.072	53.121	34.396	9831.686	63.57	42.532
735	2393.047	39.038	115.29	45.327	4017.544	23.935	37.807
736	854.852	92.742	50.331	35.221	9516.246	63.483	43.236
737	739.074	94.724	52.415	34.565	9895.386	68.293	46.137
738	724.109	94.977	52.997	33.847	9990.536	64.404	42.688
739	718.03	97.381	52.063	34.603	10406.752	69.6	45.643
740	812.703	93.345	50.514	36.522	9665.095	62.384	41.913
741	1466.525	111.15	93.187	39.62	13753.575	99.725	63.766
742	735.014	91.983	53.27	33.862	9395.652	65.782	45.643
743	751.769	95.945	51.167	35.136	10196.816	59.311	38.17
744	837.121	92.139	48.384	31.824	9328.502	60.896	41.376
745	764.864	95.097	52.001	35.767	10024.57	63.512	41.913
746	797.976	95.681	51.195	34.926	10098.691	64.463	42.377
747	766.089	95.802	51.5	34.851	10092.755	68.334	45.48
748	3168.097	34.888	142.646	44.159	5116.221	1.996	3.268
749	789.021	320.716	52.985	34.435	103589.124	291.746	65.505
750	767.148	93.715	51.719	33.944	9695.407	65.954	44.749
751	702.354	96.061	51.823	34.755	10176.746	65.645	43.079
752	764.784	94.943	51.49	34.818	9953.322	65.033	43.236
753	829.759	91.379	47.744	32.006	9169.509	61.067	41.913
754	743.687	92.852	52.197	34.121	9583.689	61.87	41.759
755	952.362	92.145	48.105	32.593	9306.641	63.992	43.948
756	791.852	92.884	52.184	34.77	9541.817	67.41	46.552
757	819.153	94.791	51.919	35.126	9922.542	66.687	44.749
758	764.88	93.082	50.482	35.928	9560.795	67.562	46.552
759	769.725	246.504	54.849	32.974	61910.87	148.069	36.942
760	789.72	97.918	52.763	33.032	10523.46	68.22	44.187
761	767.012	94.102	51.547	33.934	9732.357	69.265	47.392
762	818.801	235.367	54.191	33.139	55998.599	228.191	75.93
763	779.506	96.446	53.248	34.585	10242.95	69.778	46.303
764	765.55	96.669	51.21	34.785	10290.164	64.886	42.144
765	740.686	145.471	53.339	35.034	22497.307	34.215	13.592
766	716.197	97.308	51.261	34.412	10392.477	67.294	43.789
767	951.046	89.849	47.335	32.976	8904.074	58.72	40.844
768	759.7	96.419	52.005	33.769	10211.282	68.318	45.154
769	734.557	91.502	52.732	33.744	9279.493	66.558	46.635
770	735.192	95.627	52.386	33.67	10063.188	68.007	45.316
771	953.421	93.467	48.606	32.758	9570.599	64.486	43.63
772	814.299	94.953	52.371	34.296	9931.243	68.675	46.303
773	764.463	92.931	51.674	34.15	9551.688	65.277	44.588
774	752.143	94.999	50.514	37.692	9988.33	64.513	42.766
775	962.687	88.876	47.302	31.9	8689.728	61.113	43.472
776	789.781	93.767	51.743	34.408	9688.759	68.315	46.803
777	684.912	95.857	53.401	36.467	10182.529	67.573	44.83
778	872.936	91.071	48.088	31.803	9116.747	61.079	42.144
779	781.333	94.736	53.036	33.706	9932.552	65.248	43.551
780	1347.685	103.704	92.429	39.315	11937.086	96.414	68.435
781	743.668	94.484	50.758	36.168	9869.962	64.514	43.079
782	1336.602	327.156	92.405	35.097	107658.886	326.53	86.376
783	1561.578	169.492	85.909	52.275	31902.634	64.799	22.458
784	972.813	91.471	48.662	32.022	9186.032	63.622	44.107
785	1698.878	158.548	86.078	49.832	28291.715	59.969	22.21
786	946.647	90.425	48.643	31.288	8984.377	62.886	44.027
787	961.264	244.294	48.968	34.568	60751.266	108.085	26.232
788	886.165	90.559	47.454	32.135	8973.168	65.34	46.22
789	916.142	90.004	48.206	32.575	8941.028	59.729	41.606
790	767.308	297.755	53.433	34.01	89946.066	116.436	23.017
791	831.477	96.026	52.731	34.151	10183.979	65.626	43.079
792	783.683	95.088	52.852	33.507	9968.737	67.596	45.316
793	983.368	313.972	88.828	38.844	99334.53	313.744	87.437
794	710.719	96.534	53.537	34.688	10267.091	69.941	46.469
795	1192.109	247.939	48.902	32.92	62502.936	121.786	29.406
796	844.906	93.006	49.575	36.172	9564.623	63.273	42.844
797	717.356	94.995	53.766	34.052	9971.361	68.371	46.054
798	793.004	94.124	49.788	35.799	9786.737	62.452	41.606
799	1905.843	85.008	126.616	33.064	11030.514	55.733	40.996
800	751.827	96.699	52.522	35.942	10327.978	66.886	43.789
801	889.376	90.499	52.956	32.876	9047.556	68.917	49.641
802	503.701	329.969	39.626	37.768	109660.948	36.244	6.315
803	807.695	94.808	50.989	34.506	9917.851	64.144	42.61
804	937.094	158.769	54.447	32.578	25768.99	155.663	78.522
805	864.666	93.327	51.669	34.527	9609.365	67.725	46.552
806	945.588	91.702	49.32	31.675	9257.499	61.858	42.454
807	775.805	95.181	52.088	33.796	9979.826	67.026	44.749
808	816.947	90.314	49.24	31.152	8992.005	61.215	42.688
809	731.057	96.864	52.237	34.537	10366.658	63.381	40.844
