channel	pmt	cluster	global_number	gain	k_adc	rel_sens	code_per_pe	x	y	cur_count_rate_channel	amplitude	ignore_status
28 6 20 188 1.046 1.194 0.951 14.02 -332.9 58.96 14 0 0
29 6 20 188 1.046 5.617 0.951 2.981 -332.9 58.96 14 0 0
30 0 20 0 nan nan nan nan 0 0 0 0 0
31 0 20 0 nan nan nan nan 0 0 0 0 0
32 24 20 692 0.961 1.177 0.994 13.055 -328.99 88.7 16 0 0
33 24 20 692 0.961 5.272 0.994 2.916 -328.99 88.7 16 0 0
34 17 20 496 0.92 1.224 1.078 12.027 -344.96 166.45 17 0 0
35 17 20 496 0.92 6.964 1.078 2.115 -344.96 166.45 17 0 0
36 25 20 720 0.888 1.148 1.108 12.382 -325.07 118.44 18 0 0
37 25 20 720 0.888 8.241 1.108 1.725 -325.07 118.44 18 0 0
38 18 20 524 0.923 1.072 1.039 13.773 -341.04 196.19 19 0 0
39 18 20 524 0.923 7.043 1.039 2.096 -341.04 196.19 19 0 0
40 26 20 748 0.878 1.214 0.989 11.573 -297.35 129.92 20 0 0
41 26 20 748 0.878 7.081 0.989 1.985 -297.35 129.92 20 0 0
42 19 20 552 1.006 1.213 0.992 13.273 -313.32 207.67 21 0 0
43 19 20 552 1.006 7.569 0.992 2.127 -313.32 207.67 21 0 0
44 27 20 776 0.922 1.097 1.162 13.442 -273.55 111.66 22 0 0
45 27 20 776 0.922 7.098 1.162 2.078 -273.55 111.66 22 0 0
46 20 20 580 0.886 1.176 1.031 12.053 -289.52 189.41 23 0 0
47 20 20 580 0.886 5.822 1.031 2.436 -289.52 189.41 23 0 0
48 28 20 804 0.898 1.161 0.898 12.372 -277.47 81.92 24 0 0
49 28 20 804 0.898 7.267 0.898 1.977 -277.47 81.92 24 0 0
50 21 20 608 0.982 1.203 0.952 13.06 -293.44 159.67 25 0 0
51 21 20 608 0.982 5.517 0.952 2.849 -293.44 159.67 25 0 0
52 23 20 664 0.835 1.137 1.087 11.752 -305.19 70.44 26 0 0
53 23 20 664 0.835 6.329 1.087 2.111 -305.19 70.44 26 0 0
54 16 20 468 0.84 1.214 1.124 11.064 -321.16 148.19 27 0 0
55 16 20 468 0.84 5.874 1.124 2.287 -321.16 148.19 27 0 0
56 22 20 636 0.876 1.175 1.007 11.938 -301.27 100.18 28 0 0
57 22 20 636 0.876 7.213 1.007 1.944 -301.27 100.18 28 0 0
58 15 20 440 0.865 1.174 1.09 11.793 -317.24 177.93 29 0 0
59 15 20 440 0.865 5.051 1.09 2.741 -317.24 177.93 29 0 0
4 0 21 0 nan nan nan nan 0 0 0 0 0
5 0 21 0 nan nan nan nan 0 0 0 0 0
6 8 21 245 0.949 1.115 1.274 13.617 -312.71 -185.77 3 0 0
7 8 21 245 0.949 5.677 1.274 2.674 -312.71 -185.77 3 0 0
8 0 21 0 nan nan nan nan 0 0 0 0 0
9 0 21 0 nan nan nan nan 0 0 0 0 0
10 12 21 357 0.888 1.179 1.302 12.055 -308.8 -156.03 5 0 0
11 12 21 357 0.888 5.165 1.302 2.752 -308.8 -156.03 5 0 0
12 0 21 0 nan nan nan nan 0 0 0 0 0
13 0 21 0 nan nan nan nan 0 0 0 0 0
14 11 21 329 1.013 1.183 1.176 13.692 -336.51 -167.51 7 0 0
15 11 21 329 1.013 5.562 1.176 2.913 -336.51 -167.51 7 0 0
16 0 21 0 nan nan nan nan 0 0 0 0 0
17 0 21 0 nan nan nan nan 0 0 0 0 0
18 10 21 301 1.097 1.177 1.307 14.914 -340.43 -197.25 9 0 0
19 10 21 301 1.097 5.725 1.307 3.067 -340.43 -197.25 9 0 0
20 0 21 0 nan nan nan nan 0 0 0 0 0
21 0 21 0 nan nan nan nan 0 0 0 0 0
22 9 21 273 1.21 1.084 1.544 17.854 -316.63 -215.52 11 0 0
23 9 21 273 1.21 5.29 1.544 3.659 -316.63 -215.52 11 0 0
24 0 21 0 nan nan nan nan 0 0 0 0 0
25 0 21 0 nan nan nan nan 0 0 0 0 0
26 14 21 413 1.342 1.119 1.093 19.188 -288.91 -204.04 13 0 0
27 14 21 413 1.342 5.298 1.093 4.052 -288.91 -204.04 13 0 0
28 0 21 0 nan nan nan nan 0 0 0 0 0
29 0 21 0 nan nan nan nan 0 0 0 0 0
30 13 21 385 0.974 1.185 1.285 13.153 -285.0 -174.29 15 0 0
31 13 21 385 0.974 5.5 1.285 2.835 -285.0 -174.29 15 0 0
32 24 21 693 1.056 1.063 0.843 15.891 -265.11 -222.3 16 0 0
33 24 21 693 1.056 4.398 0.843 3.84 -265.11 -222.3 16 0 0
34 17 21 497 1.01 1.213 0.941 13.317 -281.08 -144.55 17 0 0
35 17 21 497 1.01 5.455 0.941 2.961 -281.08 -144.55 17 0 0
36 25 21 721 0.978 1.127 0.032 13.877 -261.19 -192.55 18 0 0
37 25 21 721 0.978 -2.377 0.032 -6.583 -261.19 -192.55 18 0 0
38 18 21 525 0.92 1.137 1.074 12.943 -277.16 -114.81 19 0 0
39 18 21 525 0.92 6.129 1.074 2.401 -277.16 -114.81 19 0 0
40 26 21 749 1.037 1.132 1.196 14.65 -233.48 -181.07 20 0 0
41 26 21 749 1.037 5.4 1.196 3.071 -233.48 -181.07 20 0 0
42 19 21 553 0.899 1.277 1.294 11.262 -249.45 -103.32 21 0 0
43 19 21 553 0.899 6.069 1.294 2.37 -249.45 -103.32 21 0 0
44 27 21 777 0.916 1.07 1.005 13.691 -209.68 -199.34 22 0 0
45 27 21 777 0.916 5.322 1.005 2.753 -209.68 -199.34 22 0 0
46 20 21 581 1.308 1.102 0.692 18.999 -225.65 -121.59 23 0 0
47 20 21 581 1.308 6.17 0.692 3.393 -225.65 -121.59 23 0 0
48 28 21 805 1.067 1.114 0.984 15.315 -213.59 -229.08 24 0 0
49 28 21 805 1.067 4.576 0.984 3.729 -213.59 -229.08 24 0 0
50 21 21 609 0.852 1.258 1.244 10.834 -229.56 -151.33 25 0 0
51 21 21 609 0.852 4.963 1.244 2.747 -229.56 -151.33 25 0 0
52 23 21 665 1.186 1.1 1.058 17.256 -241.31 -240.56 26 0 0
53 23 21 665 1.186 5.207 1.058 3.644 -241.31 -240.56 26 0 0
54 16 21 469 0.894 1.035 0.891 13.815 -257.28 -162.81 27 0 0
55 16 21 469 0.894 6.898 0.891 2.072 -257.28 -162.81 27 0 0
56 22 21 637 0.955 1.113 1.267 13.734 -237.39 -210.82 28 0 0
57 22 21 637 0.955 5.738 1.267 2.664 -237.39 -210.82 28 0 0
58 15 21 441 1.066 1.097 0.845 15.547 -253.36 -133.07 29 0 0
59 15 21 441 1.066 5.026 0.845 3.393 -253.36 -133.07 29 0 0
4 0 22 0 nan nan nan nan 0 0 0 0 0
5 0 22 0 nan nan nan nan 0 0 0 0 0
6 8 22 246 0.972 1.115 1.027 13.945 198.54 -283.34 3 0 0
7 8 22 246 0.972 4.767 1.027 3.262 198.54 -283.34 3 0 0
8 0 22 0 nan nan nan nan 0 0 0 0 0
9 0 22 0 nan nan nan nan 0 0 0 0 0
10 12 22 358 0.934 1.114 1.021 13.422 202.46 -253.6 5 0 0
11 12 22 358 0.934 5.036 1.021 2.969 202.46 -253.6 5 0 0
12 0 22 0 nan nan nan nan 0 0 0 0 0
13 0 22 0 nan nan nan nan 0 0 0 0 0
14 11 22 330 0.968 1.196 1.159 12.942 174.74 -265.08 7 0 0
15 11 22 330 0.968 4.438 1.159 3.489 174.74 -265.08 7 0 0
16 0 22 0 nan nan nan nan 0 0 0 0 0
17 0 22 0 nan nan nan nan 0 0 0 0 0
18 10 22 302 0.953 1.152 1.053 13.239 170.83 -294.82 9 0 0
19 10 22 302 0.953 4.934 1.053 3.09 170.83 -294.82 9 0 0
20 0 22 0 nan nan nan nan 0 0 0 0 0
21 0 22 0 nan nan nan nan 0 0 0 0 0
22 9 22 274 0.963 1.177 0.955 13.091 194.63 -313.08 11 0 0
23 9 22 274 0.963 6.128 0.955 2.514 194.63 -313.08 11 0 0
24 0 22 0 nan nan nan nan 0 0 0 0 0
25 0 22 0 nan nan nan nan 0 0 0 0 0
26 14 22 414 1.187 1.092 1.046 17.397 222.34 -301.6 13 0 0
27 14 22 414 1.187 5.671 1.046 3.35 222.34 -301.6 13 0 0
28 0 22 0 nan nan nan nan 0 0 0 0 0
29 0 22 0 nan nan nan nan 0 0 0 0 0
30 13 22 386 0.957 1.126 1.082 13.607 226.26 -271.86 15 0 0
31 13 22 386 0.957 4.985 1.082 3.073 226.26 -271.86 15 0 0
32 0 22 0 nan nan nan nan 0 0 0 0 0
33 0 22 0 nan nan nan nan 0 0 0 0 0
34 17 22 498 1.246 1.113 1.201 17.904 230.17 -242.12 17 0 0
35 17 22 498 1.246 6.451 1.201 3.09 230.17 -242.12 17 0 0
36 0 22 0 nan nan nan nan 0 0 0 0 0
37 0 22 0 nan nan nan nan 0 0 0 0 0
38 18 22 526 1.088 1.155 1.126 15.071 234.09 -212.37 19 0 0
39 18 22 526 1.088 6.37 1.126 2.733 234.09 -212.37 19 0 0
40 0 22 0 nan nan nan nan 0 0 0 0 0
41 0 22 0 nan nan nan nan 0 0 0 0 0
42 19 22 554 0.886 1.111 1.064 12.761 261.81 -200.89 21 0 0
43 19 22 554 0.886 6.103 1.064 2.322 261.81 -200.89 21 0 0
44 0 22 0 nan nan nan nan 0 0 0 0 0
45 0 22 0 nan nan nan nan 0 0 0 0 0
46 20 22 582 0.913 1.068 0.992 13.688 285.61 -219.15 23 0 0
47 20 22 582 0.913 6.347 0.992 2.303 285.61 -219.15 23 0 0
48 0 22 0 nan nan nan nan 0 0 0 0 0
49 0 22 0 nan nan nan nan 0 0 0 0 0
50 21 22 610 1.055 1.081 1.015 15.629 281.69 -248.9 2 0 0
51 21 22 610 1.055 4.936 1.015 3.421 281.69 -248.9 2 0 0
52 0 22 0 nan nan nan nan 0 0 0 0 0
53 0 22 0 nan nan nan nan 0 0 0 0 0
54 16 22 470 1.523 1.099 0.932 22.179 253.98 -260.38 27 0 0
55 16 22 470 1.523 4.57 0.932 5.331 253.98 -260.38 27 0 0
56 0 22 0 nan nan nan nan 0 0 0 0 0
57 0 22 0 nan nan nan nan 0 0 0 0 0
58 15 22 442 0.857 1.186 1.179 11.555 257.89 -230.63 29 0 0
59 15 22 442 0.857 5.522 1.179 2.482 257.89 -230.63 29 0 0
